Group,Artifact,Version,Packaging,Repository
com.likethesalad.android,android-buddy-plugin,1.1.1,jar,Maven Central
org.dashj.android,dashj-scrypt-android,0.17.5,aar,Maven Central
org.dashj.android,dashj-x11-android,0.17.5,aar,Maven Central
cn.thinkingdata.android,android-gradle-plugin,2.0.3,jar,Maven Central
org.fisco-bcos.android-sdk,fisco-bcos-android-sdk,1.0.0,aar,Maven Central
io.sugo.android,sugo-android-wxj-module,1.0.3,aar,Maven Central
io.sugo.android,sugo-android-weex,1.0.0,aar,Maven Central
app.summation.android,android-client,1.0,jar,Maven Central
com.pnuema.android,android-obd-library,1.0.0,aar,Maven Central
com.eginnovations.android.agent,eg-android-agent,1.0.0,jar,Maven Central
io.github.raggedycoder.android,android-ktx,1.1.0,aar,Maven Central
com.deque.android,axe-android,0.2.0,jar,Maven Central
com.pkware.truth-android,truth-android-swiperefreshlayout,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-viewpager,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-mediarouter,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-palette,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-appcompat,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-cardview,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-legacy-support-core-ui,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-loader,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-material,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-play-services,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-print,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-recyclerview,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-slidingpanelayout,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-collection,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-core,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-cursoradapter,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-fragment,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android-gridlayout,2.0.0,aar,Maven Central
com.pkware.truth-android,truth-android,2.0.0,aar,Maven Central
com.visilabs.android,visilabs-android,2.5,aar,Maven Central
com.google.android.filament,filamat-android-full,1.4.5,aar,Maven Central
io.sugo.android,sugo-android-x5-sdk,1.1.0,aar,Maven Central
com.feedad.android,com.feedad.android,1.1.14,aar,Maven Central
hk.advanpro.android,advanpro-ble-android,2.0.6,aar,Maven Central
hk.advanpro.android,advanpro-core-android,1.0.5,aar,Maven Central
io.sugo.android,sugo-android-sdk-heatmap,2.8.6,aar,Maven Central
com.google.maps.android,android-maps-utils-sdk-v3-compat-apklib,0.1,apklib,Maven Central
com.google.maps.android,android-maps-utils-sdk-v3-compat,0.1,aar,Maven Central
com.github.ok2c.hc4.android,httpclient-android,0.1.0,aar,Maven Central
io.voucherify.android.client,voucherify-android-sdk,2.1.0,aar,Maven Central
com.mindscapehq.android,raygun4android,3.0.6,aar,Maven Central
com.pkware.truth-android,truth-android-support-v4,1.1.0,jar,Maven Central
com.pkware.truth-android,truth-android-appcompat-v7,1.1.0,jar,Maven Central
com.pkware.truth-android,truth-android-design,1.1.0,jar,Maven Central
com.pkware.truth-android,truth-android-mediarouter-v7,1.1.0,jar,Maven Central
com.pkware.truth-android,truth-android-gridlayout-v7,1.1.0,jar,Maven Central
com.pkware.truth-android,truth-android-recyclerview-v7,1.1.0,jar,Maven Central
com.pkware.truth-android,truth-android-palette-v7,1.1.0,jar,Maven Central
com.pkware.truth-android,truth-android-cardview-v7,1.1.0,jar,Maven Central
com.fidzup.android.cmp,fidzup-android-cmp,1.0.0,aar,Maven Central
com.zapic.sdk.android,zapic-sdk-android,1.2.1,aar,Maven Central
io.joynr.java.android,joynr-android-runtime,1.4.0,jar,Maven Central
io.joynr.java.android,joynr-android,1.4.0,jar,Maven Central
com.jibo.apptoolkit.android,apptoolkit-android-library,0.0.0.6,aar,Maven Central
io.sugo.android,sugo-android-sdk-xwalk,1.1.1,aar,Maven Central
pl.charmas.android,android-reactive-location2,2.1,aar,Maven Central
org.apache.edgent.android,edgent-android-topology,1.2.0,jar,Maven Central
org.apache.edgent.android,edgent-android-hardware,1.2.0,jar,Maven Central
com.mapzen.android,pelias-android-sdk,1.2.1,aar,Maven Central
com.navegg.android,navegg-android,1.0.4,aar,Maven Central
com.microsoft.azure.android,azure-storage-android,2.0.0,aar,Maven Central
pl.charmas.android,android-reactive-location,1.0,aar,Maven Central
net.vrallev.android,android-task,1.1.7,aar,Maven Central
cn.richinfo.agent.android,android-agent,1.1.7,jar,Maven Central
com.kaozgamer.android,android-easy-help-feedback,0.9.6,aar,Maven Central
me.codeboy.android,android-common,1.0.1,aar,Maven Central
com.github.bigfishcat.android,svg-android,2.0.8,jar,Maven Central
com.cardiomood.android,android-data-sync,0.4,aar,Maven Central
com.zftlive.android.library,feature-android-zxing,1.0.0,aar,Maven Central
com.zftlive.android.library,feature-android-widget,1.0.0,aar,Maven Central
com.zftlive.android.library,feature-android-tools,1.0.0,aar,Maven Central
com.zftlive.android.library,feature-android-tencent,1.0.0,aar,Maven Central
com.zftlive.android.library,feature-android-sharesdk,1.0.0,aar,Maven Central
com.zftlive.android.library,feature-android-network,1.0.0,aar,Maven Central
com.zftlive.android.library,feature-android-map,1.0.0,aar,Maven Central
com.zftlive.android.library,feature-android-imageloader,1.0.0,aar,Maven Central
com.zftlive.android.library,feature-android-db,1.0.0,aar,Maven Central
pl.rspective.voucherify.android.client,voucherify-android-sdk,0.6.0,aar,Maven Central
com.inlocomedia.android,android-mopub-adapter,2.2.0,jar,Maven Central
com.inlocomedia.android,android-admob-adapter,2.2.0,jar,Maven Central
com.tenkiv.tekdaqc.android,android-library,2.1.2.3,aar,Maven Central
com.androidzeitgeist.android-network-intents,android-network-intents,1.0.0,aar,Maven Central
de.psdev.slf4j-android-logger,slf4j-android-logger,1.0.5,jar,Maven Central
de.jodamob.android,android-autolayout,1.2.3,jar,Maven Central
se.codeunlimited.android.bitmap_utils,android-bitmap-utils,0.4,aar,Maven Central
se.codeunlimited.android.exception_handler,android-exception-handler,0.5,aar,Maven Central
com.google.android,android-test,4.1.1.4,jar,Maven Central
com.adithyasairam.android,android-commons,1.0.0,aar,Maven Central
com.getchute.android.sdk.v2,chute-sdk-v2-android,2.5.2,aar,Maven Central
com.fancyfon.mobile.android.verification,Android_Caller_Verification_Library,1.0.2,jar,Maven Central
com.futureplatforms.kirin.android,kirin-android,1.0.10,jar,Maven Central
market.dreamer.build.android,android-rename,0.0.5,jar,Maven Central
com.orange.android.activitylifecycle,android-activity-lifecycle,0.3,jar,Maven Central
com.infinario.android.infinariosdk,infinario-android-sdk,1.1.3,aar,Maven Central
com.noveogroup.android,android-logger,1.3.6,jar,Maven Central
com.joanzapata.android.iconify,android-iconify-typicons,2.0.0,aar,Maven Central
com.joanzapata.android.iconify,android-iconify-sample,2.0.0,apk,Maven Central
com.joanzapata.android.iconify,android-iconify-fontawesome,2.0.0,aar,Maven Central
com.joanzapata.android.iconify,android-iconify-entypo,2.0.0,aar,Maven Central
com.joanzapata.android.iconify,android-iconify,2.0.0,aar,Maven Central
com.joanzapata.android,android-iconify-sample,1.0.11,apk,Maven Central
com.joanzapata.android,android-iconify,1.0.11,jar,Maven Central
eu.inmite.android.lib,android-validation-komensky,0.9.4,aar,Maven Central
com.aranea-apps.android.libs,android-commons,1.1.3,aar,Maven Central
com.auth0.android,android-core,1.9.0,aar,Maven Central
com.aranea-apps.android.libs,android-rest-additions,2.9.0,aar,Maven Central
com.aranea-apps.android.libs,android-rest,2.9.0,aar,Maven Central
com.isapp.android,android-crop,0.1.5,jar,Maven Central
com.itude.mobile.android.mobbl,android-mobbl-lib,7.1.0,aar,Maven Central
org.codehaus.sonar-plugins.android,sonar-android-plugin,1.1,sonar-plugin,Maven Central
com.itude.mobile.android.util,android-util-lib,3.1.0,aar,Maven Central
ch.tutti.gradle.android.svg,android-svg,1.0.0,jar,Maven Central
com.aranea-apps.android.libs,android-async-runners,1.0.4,aar,Maven Central
com.sailthru.android,com.sailthru.android,1.0.3,aar,Maven Central
com.ensighten.android,ensighten-android-gradle-plugin,0.0.4,jar,Maven Central
com.ensighten.android,ensighten-android-gradle-inpath-plugin,0.0.4,jar,Maven Central
de.jodamob.android,android-gluten,0.7.1,jar,Maven Central
guru.nidi.android,android-goodies,1.1.5,jar,Maven Central
io.github.mikovali.android,android-util,1.1.0,aar,Maven Central
org.solovyev.android,android-app,2.1.0,apk,Maven Central
com.vektorsoft.demux.android,demux-android-main,0.20.0,jar,Maven Central
com.vektorsoft.demux.android,demux-android-core,0.20.0,aar,Maven Central
com.coinbase.android,coinbase-android-sdk,1.0.1,jar,Maven Central
org.solovyev.android,android-common-samples-test,1.1.18,apk,Maven Central
org.solovyev.android,android-common-samples,1.1.18,apk,Maven Central
org.solovyev.android,android-common-all,1.1.18,aar,Maven Central
org.solovyev.android,android-common-wizard,1.1.18,aar,Maven Central
org.solovyev.android,android-common-tasks,1.1.18,aar,Maven Central
org.solovyev.android,android-common-fragments,1.1.18,aar,Maven Central
org.solovyev.android,android-common-networks,1.1.18,aar,Maven Central
org.solovyev.android,android-common-sherlock,1.1.18,aar,Maven Central
org.solovyev.android,android-common-other,1.1.18,aar,Maven Central
org.solovyev.android,android-common-http,1.1.18,aar,Maven Central
org.solovyev.android,android-common-ads,1.1.18,aar,Maven Central
org.solovyev.android,android-common-billing,1.1.18,aar,Maven Central
org.solovyev.android,android-common-security,1.1.18,aar,Maven Central
org.solovyev.android,android-common-lists,1.1.18,aar,Maven Central
org.solovyev.android,android-common-keyboards,1.1.18,aar,Maven Central
org.solovyev.android,android-common-views,1.1.18,aar,Maven Central
org.solovyev.android,android-common-menus,1.1.18,aar,Maven Central
org.solovyev.android,android-common-db,1.1.18,aar,Maven Central
org.solovyev.android,android-common-preferences,1.1.18,aar,Maven Central
org.solovyev.android,android-common-app,1.1.18,aar,Maven Central
org.solovyev.android,android-common-core,1.1.18,aar,Maven Central
com.tenkiv.tekdaqc.android,tekdaqc-android-library,1.0.0.0,aar,Maven Central
com.appaloosa-store.appaloosa-android-tools,appaloosa-android-tools,0.1.8,jar,Maven Central
com.joanzapata.android.asyncservice,android-asyncservice-processors,0.0.5,jar,Maven Central
com.joanzapata.android.asyncservice,android-asyncservice-api,0.0.5,jar,Maven Central
com.joanzapata.android.asyncservice,android-asyncservice,0.0.5,aar,Maven Central
com.segment.analytics.android,analytics-android-wear-sample-app,2.4.5,apk,Maven Central
com.segment.analytics.android,analytics-android-sample-app,2.4.5,apk,Maven Central
com.jinais.android,gnlib-android,1.1.0,jar,Maven Central
com.cardiomood.android,android-widgets,0.1.1,aar,Maven Central
com.jayway.maven.plugins.android.generation2,android-maven-plugin,4.0.0-rc.2,maven-plugin,Maven Central
com.stanfy.android,gradle-android-apt,1.0.0,jar,Maven Central
org.solovyev.android,calculatorpp-android-app-test,2.0.6,jar,Maven Central
org.solovyev.android,calculatorpp-android-app-onscreen,2.0.6,apklib,Maven Central
org.solovyev.android,calculatorpp-android-app-core,2.0.6,apklib,Maven Central
com.loopeer.android.thirdparty.pulltorefresh,Android-PullToRefresh,2.1.1,aar,Maven Central
com.joanzapata.android.kiss,android-kiss-processors,0.0.4,jar,Maven Central
com.joanzapata.android.kiss,android-kiss-api,0.0.4,jar,Maven Central
com.joanzapata.android.kiss,android-kiss,0.0.4,aar,Maven Central
org.solovyev.android,calculatorpp-android-app-widget,2.0.5,apklib,Maven Central
com.octo.android.robospice,robospice-spring-android,1.4.14,jar,Maven Central
io.segment.analytics.android,analytics-android-sample-app,1.4.4,apk,Maven Central
eu.miman.android.util,android-db-base,1.0.4,jar,Maven Central
com.github.destinyd.android.archetypes,android-apk-project,0.3.0,maven-archetype,Maven Central
com.github.destinyd.android.archetypes,android-quickstart,0.3.0,maven-archetype,Maven Central
com.github.destinyd.android.archetypes,android-library-project,0.3.0,maven-archetype,Maven Central
eu.inmite.android.lib,android-styled-dialogs,1.2.0,aar,Maven Central
com.paymill.android,android-sdk,1.2.0,jar,Maven Central
it.sephiroth.android.library.fork.grid,android-staggered-grid,1.0.5.1,aar,Maven Central
cn.trinea.android.common,trinea-android-common,4.2.15,aar,Maven Central
cn.trinea.android.view.autoscrollviewpager,android-auto-scroll-view-pager,1.1.2,jar,Maven Central
jp.studyplus.android.sdk,studyplus-android-sdk,1.0.3,jar,Maven Central
com.github.japgolly.android,svg-android,2.0.6,jar,Maven Central
de.akquinet.android.archetypes,android-gcm-quickstart,1.1.0,maven-archetype,Maven Central
de.akquinet.android.archetypes,android-library-quickstart,1.1.0,maven-archetype,Maven Central
de.akquinet.android.archetypes,android-with-test,1.1.0,maven-archetype,Maven Central
com.github.itsmechlark.android-sliding-menu,android-sliding-menu,1.0.1,aar,Maven Central
eu.inmite.android.lib,android-validation-komensky-demo,0.9.2,apk,Maven Central
eu.inmite.android.lib,android-styled-dialogs-demo,1.1.2,apk,Maven Central
com.aranea-apps.android.libs,android-async-runners-sample,1.0.1,apk,Maven Central
com.imminentmeals.android,base-android-library,0.3,aar,Maven Central
org.kevoree.corelibrary.android,org.kevoree.library.android.nfcdemo,2.0.5,jar,Maven Central
org.kevoree.corelibrary.android,org.kevoree.library.android.mavenCache,2.0.5,jar,Maven Central
org.kevoree.corelibrary.android,org.kevoree.library.android.basicGossiper,2.0.5,jar,Maven Central
org.kevoree.corelibrary.android,org.kevoree.library.android.jexxus,2.0.5,jar,Maven Central
org.kevoree.corelibrary.android,org.kevoree.library.android.agrapher,2.0.5,jar,Maven Central
org.kevoree.corelibrary.android,org.kevoree.library.android.nioChannels,2.0.5,jar,Maven Central
org.kevoree.corelibrary.android,org.kevoree.library.android.p2pSock,2.0.5,jar,Maven Central
org.kevoree.corelibrary.android,org.kevoree.library.android.defaultChannels,2.0.5,jar,Maven Central
org.kevoree.corelibrary.android,org.kevoree.library.android.nanohttp,2.0.5,jar,Maven Central
org.kevoree.corelibrary.android,org.kevoree.library.android.fakeDomo,2.0.5,jar,Maven Central
org.kevoree.corelibrary.android,org.kevoree.library.android.logger,2.0.5,jar,Maven Central
org.kevoree.corelibrary.android,org.kevoree.library.android.authentication,2.0.5,jar,Maven Central
org.kevoree.corelibrary.android,org.kevoree.library.android.nodeType,2.0.5,jar,Maven Central
com.aranea-apps.android.libs,android-logger,1.0.10,jar,Maven Central
com.thinkfree.android,munge-android-maven-plugin,0.1.1,maven-plugin,Maven Central
com.googlecode.android-query,android-query,0.25.9,jar,Maven Central
ru.yandex.android.tools,gradle-android-plugin,1.06,jar,Maven Central
com.github.snowdream.android,android-async-http,0.0.2,jar,Maven Central
org.springframework.android,spring-android-auth,1.0.1.RELEASE,jar,Maven Central
org.springframework.android,spring-android-rest-template,1.0.1.RELEASE,jar,Maven Central
org.springframework.android,spring-android-core,1.0.1.RELEASE,jar,Maven Central
org.solovyev.android,android-common-list,1.0.6,apklib,Maven Central
org.solovyev.android,android-common-keyboard,1.0.6,apklib,Maven Central
org.solovyev.android,android-common-view,1.0.6,apklib,Maven Central
org.solovyev.android,android-common-menu,1.0.6,apklib,Maven Central
org.solovyev.android,android-billing,1.0.1,apklib,Maven Central
org.codeartisans.android-toolbox,android-toolbox,1.5,apklib,Maven Central
de.mindpipe.android,android-logging-log4j,1.0.3,jar,Maven Central
com.github.epabst.scala-android-crud,scala-android-crud,0.3-alpha6,apklib,Maven Central
com.github.epabst.scala-android-crud,scala-android-crud-parent,0.3-alpha6,pom,Maven Central
com.jayway.maven.plugins.android.generation2,maven-android-plugin,3.0.0-alpha-11,maven-plugin,Maven Central
it.tidalwave.bluebill.android,it-tidalwave-android-utilities,1.0.9,jar,Maven Central
com.codenameone,qrscanner-android,2.0.4,jar,Maven Central
io.ably,ably-android,1.2.41,aar,Maven Central
ai.djl.android,onnxruntime,0.29.0,jar,Maven Central
com.geetest.android,onelogin,2.9.4,aar,Maven Central
com.whatspos.sdk,paxstore-3rd-app-android-sdk,9.4.1,aar,Maven Central
com.qttaudio,android-sdk,1.12.0.1,aar,Maven Central
com.kohlschutter.junixsocket,junixsocket-native-android,2.10.0,pom,Maven Central
com.okta.authn.sdk,okta-authn-sdk-android,3.0.0,jar,Maven Central
org.htmlunit,htmlunit3-android,4.3.0,jar,Maven Central
in.easebuzz,android-v2,1.0.0,aar,Maven Central
in.easebuzz,android-v1,1.0.1,aar,Maven Central
com.affirm,affirm-android-sdk,2.0.25,aar,Maven Central
io.asgardeo,asgardeo-android,0.1.2,aar,Maven Central
io.asgardeo,asgardeo-android-core,0.1.2,aar,Maven Central
io.asgardeo,android.ui,0.1.3,aar,Maven Central
io.asgardeo,android.ui.core,0.1.3,aar,Maven Central
com.hrofeh.kronos,kronos-android,1.4.1,aar,Maven Central
cn.thinkingdata.android,ThinkingAnalyticsSDK,3.0.3-beta.1,aar,Maven Central
cn.thinkingdata.android,TDCore,1.0.2,aar,Maven Central
com.comscore,android-analytics,6.11.1,aar,Maven Central
com.google.dagger,dagger-android-support-legacy,2.51.1,aar,Maven Central
com.google.dagger,dagger-android-legacy,2.51.1,aar,Maven Central
ai.djl.android,pytorch-native,0.27.0,aar,Maven Central
com.facebook.android,audience-network-sdk,6.17.0,aar,Maven Central
com.github.vhall.android.library,vh-saas-interactive,6.19.3,aar,Maven Central
com.github.vhall.android.library,vh-saas-sdk,6.19.3,aar,Maven Central
com.hh-medic.android.sdk,doctor,3.6.8.02231640,aar,Maven Central
com.hh-medic.android.sdk,video,2.5.4.02231606,aar,Maven Central
com.hh-medic.android.sdk,uikit,1.1.0.02231521,aar,Maven Central
com.hh-medic.android.sdk,okhttputils,1.0.0.02231150,aar,Maven Central
com.hh-medic.android.sdk,matisse,2.1.0.02231127,aar,Maven Central
com.hh-medic.android.sdk,doctor_sdk_base,1.2.0.02231031,aar,Maven Central
com.com2us.android.gamesec,hercules,0.0.2-test,aar,Maven Central
com.cloudinary,cloudinary-android,2.8.0,aar,Maven Central
net.sf.scuba,scuba-sc-android,0.0.26,aar,Maven Central
com.codenameone,image-gallery-android,1.0.0,jar,Maven Central
